facility_id,facility_name,report_date,daily_volume,rolling_7_day_avg,volume_difference,race_missing_pct,phone_missing_pct,avg_delay_days,anomaly_flag,anomaly_label,anomaly_type
F001,Northside Medical Center,2025-01-22,27,23.571428571428573,3.428571428571427,0.18518518518518517,0.14814814814814814,3.6666666666666665,1,Normal,Normal
F001,Northside Medical Center,2025-01-23,33,24.428571428571427,8.571428571428573,0.12121212121212122,0.18181818181818182,3.4545454545454546,1,Normal,Normal
F001,Northside Medical Center,2025-01-24,22,24.142857142857142,-2.1428571428571423,0.2727272727272727,0.13636363636363635,2.8636363636363638,1,Normal,Normal
F001,Northside Medical Center,2025-01-25,36,26.428571428571427,9.571428571428573,0.16666666666666666,0.027777777777777776,3.388888888888889,1,Normal,Normal
F001,Northside Medical Center,2025-01-26,24,26.571428571428573,-2.571428571428573,0.20833333333333334,0.08333333333333333,3.125,1,Normal,Normal
F001,Northside Medical Center,2025-01-27,27,27.285714285714285,-0.2857142857142847,0.18518518518518517,0.1111111111111111,3.0,1,Normal,Normal
F001,Northside Medical Center,2025-01-28,24,27.571428571428573,-3.571428571428573,0.08333333333333333,0.125,2.8333333333333335,1,Normal,Normal
F001,Northside Medical Center,2025-01-29,33,28.428571428571427,4.571428571428573,0.15151515151515152,0.18181818181818182,2.5454545454545454,1,Normal,Normal
F001,Northside Medical Center,2025-01-30,27,27.571428571428573,-0.571428571428573,0.1111111111111111,0.037037037037037035,2.2222222222222223,1,Normal,Normal
F001,Northside Medical Center,2025-01-31,27,28.285714285714285,-1.2857142857142847,0.07407407407407407,0.1111111111111111,3.0,1,Normal,Normal
F001,Northside Medical Center,2025-02-01,26,26.857142857142858,-0.8571428571428577,0.07692307692307693,0.07692307692307693,3.269230769230769,1,Normal,Normal
F001,Northside Medical Center,2025-02-02,28,27.428571428571427,0.571428571428573,0.14285714285714285,0.03571428571428571,2.892857142857143,1,Normal,Normal
F001,Northside Medical Center,2025-02-03,25,27.142857142857142,-2.1428571428571423,0.16,0.08,3.32,1,Normal,Normal
F001,Northside Medical Center,2025-02-04,23,27.0,-4.0,0.08695652173913043,0.13043478260869565,3.6956521739130435,1,Normal,Normal
F001,Northside Medical Center,2025-02-05,28,26.285714285714285,1.7142857142857153,0.14285714285714285,0.17857142857142858,3.607142857142857,1,Normal,Normal
F001,Northside Medical Center,2025-02-06,28,26.428571428571427,1.571428571428573,0.21428571428571427,0.21428571428571427,2.9642857142857144,1,Normal,Normal
F001,Northside Medical Center,2025-02-07,15,24.714285714285715,-9.714285714285715,0.3333333333333333,0.13333333333333333,3.3333333333333335,1,Normal,Normal
F001,Northside Medical Center,2025-02-08,38,26.428571428571427,11.571428571428573,0.15789473684210525,0.05263157894736842,3.3684210526315788,1,Normal,Normal
F001,Northside Medical Center,2025-02-09,25,26.0,-1.0,0.16,0.2,3.72,1,Normal,Normal
F001,Northside Medical Center,2025-02-10,31,26.857142857142858,4.142857142857142,0.16129032258064516,0.12903225806451613,2.4516129032258065,1,Normal,Normal
F001,Northside Medical Center,2025-02-11,17,26.0,-9.0,0.17647058823529413,0.058823529411764705,2.3529411764705883,1,Normal,Normal
F001,Northside Medical Center,2025-02-12,22,25.142857142857142,-3.1428571428571423,0.045454545454545456,0.13636363636363635,3.1363636363636362,1,Normal,Normal
F001,Northside Medical Center,2025-02-13,28,25.142857142857142,2.8571428571428577,0.14285714285714285,0.17857142857142858,2.2857142857142856,1,Normal,Normal
F001,Northside Medical Center,2025-02-14,35,28.0,7.0,0.11428571428571428,0.11428571428571428,4.085714285714285,1,Normal,Normal
F001,Northside Medical Center,2025-02-15,25,26.142857142857142,-1.1428571428571423,0.08,0.04,3.12,1,Normal,Normal
F001,Northside Medical Center,2025-02-16,25,26.142857142857142,-1.1428571428571423,0.32,0.04,3.32,1,Normal,Normal
F001,Northside Medical Center,2025-02-17,31,26.142857142857142,4.857142857142858,0.25806451612903225,0.1935483870967742,3.3225806451612905,1,Normal,Normal
F001,Northside Medical Center,2025-02-18,23,27.0,-4.0,0.17391304347826086,0.13043478260869565,3.130434782608696,1,Normal,Normal
F001,Northside Medical Center,2025-02-19,30,28.142857142857142,1.8571428571428577,0.16666666666666666,0.06666666666666667,3.4,1,Normal,Normal
F001,Northside Medical Center,2025-02-20,18,26.714285714285715,-8.714285714285715,0.05555555555555555,0.05555555555555555,3.111111111111111,1,Normal,Normal
F001,Northside Medical Center,2025-02-21,31,26.142857142857142,4.857142857142858,0.25806451612903225,0.0967741935483871,2.5806451612903225,1,Normal,Normal
F001,Northside Medical Center,2025-02-22,25,26.142857142857142,-1.1428571428571423,0.16,0.0,4.04,1,Normal,Normal
F001,Northside Medical Center,2025-02-23,25,26.142857142857142,-1.1428571428571423,0.24,0.16,2.68,1,Normal,Normal
F001,Northside Medical Center,2025-02-24,33,26.428571428571427,6.571428571428573,0.3333333333333333,0.06060606060606061,3.5454545454545454,1,Normal,Normal
F001,Northside Medical Center,2025-02-25,29,27.285714285714285,1.7142857142857153,0.10344827586206896,0.10344827586206896,3.7241379310344827,1,Normal,Normal
F001,Northside Medical Center,2025-02-26,23,26.285714285714285,-3.2857142857142847,0.17391304347826086,0.043478260869565216,3.9565217391304346,1,Normal,Normal
F001,Northside Medical Center,2025-02-27,17,26.142857142857142,-9.142857142857142,0.17647058823529413,0.29411764705882354,3.235294117647059,1,Normal,Normal
F001,Northside Medical Center,2025-02-28,25,25.285714285714285,-0.2857142857142847,0.16,0.04,2.24,1,Normal,Normal
F001,Northside Medical Center,2025-03-01,19,24.428571428571427,-5.428571428571427,0.3157894736842105,0.10526315789473684,3.1578947368421053,1,Normal,Normal
F001,Northside Medical Center,2025-03-02,29,25.0,4.0,0.1724137931034483,0.10344827586206896,2.7586206896551726,1,Normal,Normal
F001,Northside Medical Center,2025-03-03,21,23.285714285714285,-2.2857142857142847,0.19047619047619047,0.14285714285714285,2.4761904761904763,1,Normal,Normal
F001,Northside Medical Center,2025-03-04,21,22.142857142857142,-1.1428571428571423,0.14285714285714285,0.19047619047619047,2.380952380952381,1,Normal,Normal
F001,Northside Medical Center,2025-03-05,34,23.714285714285715,10.285714285714285,0.14705882352941177,0.058823529411764705,3.264705882352941,1,Normal,Normal
F001,Northside Medical Center,2025-03-06,28,25.285714285714285,2.7142857142857153,0.14285714285714285,0.14285714285714285,2.142857142857143,1,Normal,Normal
F001,Northside Medical Center,2025-03-07,19,24.428571428571427,-5.428571428571427,0.2631578947368421,0.10526315789473684,2.789473684210526,1,Normal,Normal
F001,Northside Medical Center,2025-03-08,23,25.0,-2.0,0.043478260869565216,0.08695652173913043,3.130434782608696,1,Normal,Normal
F001,Northside Medical Center,2025-03-09,26,24.571428571428573,1.428571428571427,0.11538461538461539,0.23076923076923078,3.5,1,Normal,Normal
F001,Northside Medical Center,2025-03-10,18,24.142857142857142,-6.142857142857142,0.1111111111111111,0.1111111111111111,2.8333333333333335,1,Normal,Normal
F001,Northside Medical Center,2025-03-11,22,24.285714285714285,-2.2857142857142847,0.09090909090909091,0.09090909090909091,2.8636363636363638,1,Normal,Normal
F001,Northside Medical Center,2025-03-12,30,23.714285714285715,6.285714285714285,0.13333333333333333,0.16666666666666666,3.0,1,Normal,Normal
F001,Northside Medical Center,2025-03-13,21,22.714285714285715,-1.7142857142857153,0.047619047619047616,0.0,2.4761904761904763,1,Normal,Normal
F001,Northside Medical Center,2025-03-14,22,23.142857142857142,-1.1428571428571423,0.09090909090909091,0.09090909090909091,3.590909090909091,1,Normal,Normal
F001,Northside Medical Center,2025-03-15,16,22.142857142857142,-6.142857142857142,0.125,0.125,3.875,1,Normal,Normal
F001,Northside Medical Center,2025-03-16,26,22.142857142857142,3.8571428571428577,0.15384615384615385,0.07692307692307693,2.1538461538461537,1,Normal,Normal
F001,Northside Medical Center,2025-03-17,25,23.142857142857142,1.8571428571428577,0.04,0.0,3.4,1,Normal,Normal
F001,Northside Medical Center,2025-03-18,17,22.428571428571427,-5.428571428571427,0.23529411764705882,0.11764705882352941,2.823529411764706,1,Normal,Normal
F001,Northside Medical Center,2025-03-19,22,21.285714285714285,0.7142857142857153,0.18181818181818182,0.0,3.3636363636363638,1,Normal,Normal
F001,Northside Medical Center,2025-03-20,26,22.0,4.0,0.11538461538461539,0.11538461538461539,3.3846153846153846,1,Normal,Normal
F001,Northside Medical Center,2025-03-21,22,22.0,0.0,0.13636363636363635,0.18181818181818182,2.5454545454545454,1,Normal,Normal
F001,Northside Medical Center,2025-03-22,29,23.857142857142858,5.142857142857142,0.10344827586206896,0.034482758620689655,3.206896551724138,1,Normal,Normal
F001,Northside Medical Center,2025-03-23,21,23.142857142857142,-2.1428571428571423,0.2857142857142857,0.09523809523809523,2.238095238095238,1,Normal,Normal
F001,Northside Medical Center,2025-03-24,26,23.285714285714285,2.7142857142857153,0.15384615384615385,0.11538461538461539,2.923076923076923,1,Normal,Normal
F001,Northside Medical Center,2025-03-25,30,25.142857142857142,4.857142857142858,0.23333333333333334,0.06666666666666667,3.1666666666666665,1,Normal,Normal
F001,Northside Medical Center,2025-03-26,21,25.0,-4.0,0.09523809523809523,0.09523809523809523,3.142857142857143,1,Normal,Normal
F001,Northside Medical Center,2025-03-27,19,24.0,-5.0,0.0,0.15789473684210525,3.6315789473684212,1,Normal,Normal
F001,Northside Medical Center,2025-03-28,24,24.285714285714285,-0.2857142857142847,0.125,0.125,2.5416666666666665,1,Normal,Normal
F001,Northside Medical Center,2025-03-29,17,22.571428571428573,-5.571428571428573,0.17647058823529413,0.17647058823529413,2.823529411764706,1,Normal,Normal
F001,Northside Medical Center,2025-03-30,18,22.142857142857142,-4.142857142857142,0.1111111111111111,0.1111111111111111,4.111111111111111,1,Normal,Normal
F001,Northside Medical Center,2025-03-31,17,20.857142857142858,-3.8571428571428577,0.11764705882352941,0.17647058823529413,3.1176470588235294,1,Normal,Normal
F001,Northside Medical Center,2025-04-01,12,18.285714285714285,-6.285714285714285,0.16666666666666666,0.0,4.833333333333333,1,Normal,Normal
F001,Northside Medical Center,2025-04-02,11,16.857142857142858,-5.857142857142858,0.18181818181818182,0.09090909090909091,4.818181818181818,1,Normal,Normal
F001,Northside Medical Center,2025-04-03,4,14.714285714285714,-10.714285714285714,0.25,0.0,6.0,1,Normal,Normal
F001,Northside Medical Center,2025-04-04,4,11.857142857142858,-7.857142857142858,0.5,0.5,6.0,-1,Anomaly,Delayed reporting
F001,Northside Medical Center,2025-04-06,5,10.142857142857142,-5.142857142857142,0.2,0.0,7.0,1,Normal,Normal
F001,Northside Medical Center,2025-04-07,2,7.857142857142857,-5.857142857142857,0.0,0.5,7.0,-1,Anomaly,Delayed reporting
F002,Central County Hospital,2024-12-28,1,1.0,0.0,1.0,0.0,0.0,-1,Anomaly,Data quality issue
F002,Central County Hospital,2024-12-29,1,1.0,0.0,1.0,1.0,0.0,-1,Anomaly,Data quality issue
F002,Central County Hospital,2024-12-30,3,1.6666666666666667,1.3333333333333333,0.0,0.0,0.3333333333333333,1,Normal,Normal
F002,Central County Hospital,2024-12-31,9,3.5,5.5,0.3333333333333333,0.2222222222222222,1.1111111111111112,1,Normal,Normal
F002,Central County Hospital,2025-01-01,7,4.2,2.8,0.0,0.14285714285714285,1.4285714285714286,1,Normal,Normal
F002,Central County Hospital,2025-01-02,12,5.5,6.5,0.08333333333333333,0.0,1.9166666666666667,1,Normal,Normal
F002,Central County Hospital,2025-01-03,26,8.428571428571429,17.57142857142857,0.15384615384615385,0.0,1.4615384615384615,1,Normal,Normal
F002,Central County Hospital,2025-01-04,18,10.857142857142858,7.142857142857142,0.1111111111111111,0.05555555555555555,2.8333333333333335,1,Normal,Normal
F002,Central County Hospital,2025-01-05,22,13.857142857142858,8.142857142857142,0.18181818181818182,0.045454545454545456,2.727272727272727,1,Normal,Normal
F002,Central County Hospital,2025-01-06,24,16.857142857142858,7.142857142857142,0.08333333333333333,0.08333333333333333,2.375,1,Normal,Normal
F002,Central County Hospital,2025-01-07,18,18.142857142857142,-0.14285714285714235,0.0,0.1111111111111111,2.4444444444444446,1,Normal,Normal
F002,Central County Hospital,2025-01-08,30,21.428571428571427,8.571428571428573,0.16666666666666666,0.06666666666666667,3.1,1,Normal,Normal
F002,Central County Hospital,2025-01-09,34,24.571428571428573,9.428571428571427,0.08823529411764706,0.08823529411764706,2.823529411764706,1,Normal,Normal
F002,Central County Hospital,2025-01-10,26,24.571428571428573,1.428571428571427,0.19230769230769232,0.15384615384615385,1.9230769230769231,1,Normal,Normal
F002,Central County Hospital,2025-01-11,21,25.0,-4.0,0.23809523809523808,0.047619047619047616,3.761904761904762,1,Normal,Normal
F002,Central County Hospital,2025-01-12,23,25.142857142857142,-2.1428571428571423,0.21739130434782608,0.13043478260869565,2.4347826086956523,1,Normal,Normal
F002,Central County Hospital,2025-01-13,22,24.857142857142858,-2.8571428571428577,0.13636363636363635,0.18181818181818182,3.0454545454545454,1,Normal,Normal
F002,Central County Hospital,2025-01-14,22,25.428571428571427,-3.428571428571427,0.13636363636363635,0.045454545454545456,2.8636363636363638,1,Normal,Normal
F002,Central County Hospital,2025-01-15,22,24.285714285714285,-2.2857142857142847,0.22727272727272727,0.09090909090909091,3.590909090909091,1,Normal,Normal
F002,Central County Hospital,2025-01-16,27,23.285714285714285,3.7142857142857153,0.18518518518518517,0.18518518518518517,3.888888888888889,1,Normal,Normal
F002,Central County Hospital,2025-01-17,13,21.428571428571427,-8.428571428571427,0.0,0.15384615384615385,3.1538461538461537,1,Normal,Normal
F002,Central County Hospital,2025-01-18,33,23.142857142857142,9.857142857142858,0.18181818181818182,0.09090909090909091,3.0606060606060606,1,Normal,Normal
F002,Central County Hospital,2025-01-19,27,23.714285714285715,3.2857142857142847,0.14814814814814814,0.07407407407407407,3.3333333333333335,1,Normal,Normal
F002,Central County Hospital,2025-01-20,16,22.857142857142858,-6.857142857142858,0.125,0.125,3.5,1,Normal,Normal
F002,Central County Hospital,2025-01-21,20,22.571428571428573,-2.571428571428573,0.3,0.1,3.2,1,Normal,Normal
F002,Central County Hospital,2025-01-22,19,22.142857142857142,-3.1428571428571423,0.3157894736842105,0.10526315789473684,4.0,1,Normal,Normal
F002,Central County Hospital,2025-01-23,30,22.571428571428573,7.428571428571427,0.13333333333333333,0.13333333333333333,3.8333333333333335,1,Normal,Normal
F002,Central County Hospital,2025-01-24,22,23.857142857142858,-1.8571428571428577,0.13636363636363635,0.13636363636363635,3.090909090909091,1,Normal,Normal
F002,Central County Hospital,2025-01-25,28,23.142857142857142,4.857142857142858,0.21428571428571427,0.17857142857142858,2.3214285714285716,1,Normal,Normal
F002,Central County Hospital,2025-01-26,31,23.714285714285715,7.285714285714285,0.22580645161290322,0.03225806451612903,3.3225806451612905,1,Normal,Normal
F002,Central County Hospital,2025-01-27,20,24.285714285714285,-4.285714285714285,0.05,0.0,4.05,1,Normal,Normal
F002,Central County Hospital,2025-01-28,22,24.571428571428573,-2.571428571428573,0.13636363636363635,0.045454545454545456,2.9545454545454546,1,Normal,Normal
F002,Central County Hospital,2025-01-29,26,25.571428571428573,0.42857142857142705,0.07692307692307693,0.07692307692307693,3.1538461538461537,1,Normal,Normal
F002,Central County Hospital,2025-01-30,30,25.571428571428573,4.428571428571427,0.23333333333333334,0.1,2.5,1,Normal,Normal
F002,Central County Hospital,2025-01-31,19,25.142857142857142,-6.142857142857142,0.10526315789473684,0.10526315789473684,2.263157894736842,1,Normal,Normal
F002,Central County Hospital,2025-02-01,32,25.714285714285715,6.285714285714285,0.125,0.0625,2.375,1,Normal,Normal
F002,Central County Hospital,2025-02-02,29,25.428571428571427,3.571428571428573,0.06896551724137931,0.034482758620689655,3.206896551724138,1,Normal,Normal
F002,Central County Hospital,2025-02-03,26,26.285714285714285,-0.2857142857142847,0.2692307692307692,0.11538461538461539,3.269230769230769,1,Normal,Normal
F002,Central County Hospital,2025-02-04,22,26.285714285714285,-4.285714285714285,0.13636363636363635,0.09090909090909091,2.590909090909091,1,Normal,Normal
F002,Central County Hospital,2025-02-05,24,26.0,-2.0,0.125,0.125,3.4583333333333335,1,Normal,Normal
F002,Central County Hospital,2025-02-06,26,25.428571428571427,0.571428571428573,0.11538461538461539,0.07692307692307693,3.923076923076923,1,Normal,Normal
F002,Central County Hospital,2025-02-07,31,27.142857142857142,3.8571428571428577,0.12903225806451613,0.0967741935483871,2.6774193548387095,1,Normal,Normal
F002,Central County Hospital,2025-02-08,20,25.428571428571427,-5.428571428571427,0.15,0.1,3.45,1,Normal,Normal
F002,Central County Hospital,2025-02-09,26,25.0,1.0,0.15384615384615385,0.07692307692307693,2.5,1,Normal,Normal
F002,Central County Hospital,2025-02-10,22,24.428571428571427,-2.428571428571427,0.22727272727272727,0.13636363636363635,2.9545454545454546,1,Normal,Normal
F002,Central County Hospital,2025-02-11,26,25.0,1.0,0.07692307692307693,0.15384615384615385,2.3846153846153846,1,Normal,Normal
F002,Central County Hospital,2025-02-12,18,24.142857142857142,-6.142857142857142,0.2222222222222222,0.0,3.4444444444444446,1,Normal,Normal
F002,Central County Hospital,2025-02-13,30,24.714285714285715,5.285714285714285,0.13333333333333333,0.13333333333333333,3.1,1,Normal,Normal
F002,Central County Hospital,2025-02-14,28,24.285714285714285,3.7142857142857153,0.21428571428571427,0.03571428571428571,2.7142857142857144,1,Normal,Normal
F002,Central County Hospital,2025-02-15,22,24.571428571428573,-2.571428571428573,0.22727272727272727,0.18181818181818182,2.772727272727273,1,Normal,Normal
F002,Central County Hospital,2025-02-16,21,23.857142857142858,-2.8571428571428577,0.09523809523809523,0.23809523809523808,3.0476190476190474,1,Normal,Normal
F002,Central County Hospital,2025-02-17,28,24.714285714285715,3.2857142857142847,0.25,0.03571428571428571,4.392857142857143,1,Normal,Normal
F002,Central County Hospital,2025-02-18,33,25.714285714285715,7.285714285714285,0.15151515151515152,0.12121212121212122,2.878787878787879,1,Normal,Normal
F002,Central County Hospital,2025-02-19,17,25.571428571428573,-8.571428571428573,0.29411764705882354,0.17647058823529413,2.411764705882353,1,Normal,Normal
F002,Central County Hospital,2025-02-20,28,25.285714285714285,2.7142857142857153,0.21428571428571427,0.07142857142857142,3.107142857142857,1,Normal,Normal
F002,Central County Hospital,2025-02-21,30,25.571428571428573,4.428571428571427,0.16666666666666666,0.06666666666666667,2.433333333333333,1,Normal,Normal
F002,Central County Hospital,2025-02-22,23,25.714285714285715,-2.7142857142857153,0.08695652173913043,0.13043478260869565,2.4782608695652173,1,Normal,Normal
F002,Central County Hospital,2025-02-23,15,24.857142857142858,-9.857142857142858,0.13333333333333333,0.06666666666666667,3.3333333333333335,1,Normal,Normal
F002,Central County Hospital,2025-02-24,29,25.0,4.0,0.034482758620689655,0.10344827586206896,3.4482758620689653,1,Normal,Normal
F002,Central County Hospital,2025-02-25,37,25.571428571428573,11.428571428571427,0.16216216216216217,0.13513513513513514,2.6486486486486487,1,Normal,Normal
F002,Central County Hospital,2025-02-26,33,27.857142857142858,5.142857142857142,0.12121212121212122,0.06060606060606061,3.090909090909091,1,Normal,Normal
F002,Central County Hospital,2025-02-27,20,26.714285714285715,-6.714285714285715,0.1,0.0,2.6,1,Normal,Normal
F002,Central County Hospital,2025-02-28,24,25.857142857142858,-1.8571428571428577,0.20833333333333334,0.125,2.7916666666666665,1,Normal,Normal
F002,Central County Hospital,2025-03-01,22,25.714285714285715,-3.7142857142857153,0.18181818181818182,0.13636363636363635,3.590909090909091,1,Normal,Normal
F002,Central County Hospital,2025-03-02,34,28.428571428571427,5.571428571428573,0.17647058823529413,0.14705882352941177,2.9705882352941178,1,Normal,Normal
F002,Central County Hospital,2025-03-03,23,27.571428571428573,-4.571428571428573,0.043478260869565216,0.17391304347826086,2.391304347826087,1,Normal,Normal
F002,Central County Hospital,2025-03-04,20,25.142857142857142,-5.142857142857142,0.25,0.1,2.45,1,Normal,Normal
F002,Central County Hospital,2025-03-05,17,22.857142857142858,-5.857142857142858,0.17647058823529413,0.17647058823529413,2.1176470588235294,1,Normal,Normal
F002,Central County Hospital,2025-03-06,25,23.571428571428573,1.428571428571427,0.04,0.04,2.72,1,Normal,Normal
F002,Central County Hospital,2025-03-07,21,23.142857142857142,-2.1428571428571423,0.14285714285714285,0.047619047619047616,2.761904761904762,1,Normal,Normal
F002,Central County Hospital,2025-03-08,26,23.714285714285715,2.2857142857142847,0.23076923076923078,0.11538461538461539,2.4615384615384617,1,Normal,Normal
F002,Central County Hospital,2025-03-09,29,23.0,6.0,0.1724137931034483,0.034482758620689655,3.1724137931034484,1,Normal,Normal
F002,Central County Hospital,2025-03-10,32,24.285714285714285,7.714285714285715,0.09375,0.125,2.5625,1,Normal,Normal
F002,Central County Hospital,2025-03-11,14,23.428571428571427,-9.428571428571427,0.14285714285714285,0.0,2.7142857142857144,1,Normal,Normal
F002,Central County Hospital,2025-03-12,19,23.714285714285715,-4.714285714285715,0.10526315789473684,0.05263157894736842,3.5789473684210527,1,Normal,Normal
F002,Central County Hospital,2025-03-13,22,23.285714285714285,-1.2857142857142847,0.2727272727272727,0.13636363636363635,3.272727272727273,1,Normal,Normal
F002,Central County Hospital,2025-03-14,25,23.857142857142858,1.1428571428571423,0.12,0.16,3.04,1,Normal,Normal
F002,Central County Hospital,2025-03-15,24,23.571428571428573,0.42857142857142705,0.16666666666666666,0.125,2.75,1,Normal,Normal
F002,Central County Hospital,2025-03-16,25,23.0,2.0,0.12,0.12,3.12,1,Normal,Normal
F002,Central County Hospital,2025-03-17,24,21.857142857142858,2.1428571428571423,0.125,0.08333333333333333,3.0416666666666665,1,Normal,Normal
F002,Central County Hospital,2025-03-18,26,23.571428571428573,2.428571428571427,0.15384615384615385,0.11538461538461539,3.076923076923077,1,Normal,Normal
F002,Central County Hospital,2025-03-19,37,26.142857142857142,10.857142857142858,0.13513513513513514,0.02702702702702703,3.135135135135135,1,Normal,Normal
F002,Central County Hospital,2025-03-20,23,26.285714285714285,-3.2857142857142847,0.043478260869565216,0.08695652173913043,2.9565217391304346,1,Normal,Normal
F002,Central County Hospital,2025-03-21,33,27.428571428571427,5.571428571428573,0.06060606060606061,0.15151515151515152,3.212121212121212,1,Normal,Normal
F002,Central County Hospital,2025-03-22,28,28.0,0.0,0.25,0.03571428571428571,2.8214285714285716,1,Normal,Normal
F002,Central County Hospital,2025-03-23,24,27.857142857142858,-3.8571428571428577,0.16666666666666666,0.20833333333333334,2.875,1,Normal,Normal
F002,Central County Hospital,2025-03-24,35,29.428571428571427,5.571428571428573,0.17142857142857143,0.08571428571428572,2.342857142857143,1,Normal,Normal
F002,Central County Hospital,2025-03-25,26,29.428571428571427,-3.428571428571427,0.15384615384615385,0.038461538461538464,4.038461538461538,1,Normal,Normal
F002,Central County Hospital,2025-03-26,33,28.857142857142858,4.142857142857142,0.09090909090909091,0.12121212121212122,3.3636363636363638,1,Normal,Normal
F002,Central County Hospital,2025-03-27,28,29.571428571428573,-1.571428571428573,0.17857142857142858,0.10714285714285714,2.6785714285714284,1,Normal,Normal
F002,Central County Hospital,2025-03-28,27,28.714285714285715,-1.7142857142857153,0.1111111111111111,0.07407407407407407,2.888888888888889,1,Normal,Normal
F002,Central County Hospital,2025-03-29,16,27.0,-11.0,0.0625,0.25,3.1875,1,Normal,Normal
F002,Central County Hospital,2025-03-30,18,26.142857142857142,-8.142857142857142,0.16666666666666666,0.1111111111111111,5.111111111111111,1,Normal,Normal
F002,Central County Hospital,2025-03-31,23,24.428571428571427,-1.428571428571427,0.13043478260869565,0.0,4.608695652173913,1,Normal,Normal
F002,Central County Hospital,2025-04-01,14,22.714285714285715,-8.714285714285715,0.14285714285714285,0.0,4.428571428571429,1,Normal,Normal
F002,Central County Hospital,2025-04-02,7,19.0,-12.0,0.14285714285714285,0.0,5.285714285714286,1,Normal,Normal
F002,Central County Hospital,2025-04-03,7,16.0,-9.0,0.14285714285714285,0.14285714285714285,5.571428571428571,1,Normal,Normal
F002,Central County Hospital,2025-04-04,3,12.571428571428571,-9.571428571428571,0.0,0.0,6.333333333333333,1,Normal,Normal
F002,Central County Hospital,2025-04-05,6,11.142857142857142,-5.142857142857142,0.0,0.0,6.0,1,Normal,Normal
F003,Valley Diagnostic Lab,2024-12-29,4,4.0,0.0,0.25,0.25,0.0,-1,Anomaly,Data quality issue
F003,Valley Diagnostic Lab,2024-12-30,5,4.5,0.5,0.0,0.0,0.4,1,Normal,Normal
